Name,Ratings,genres,overview,Year,Cast
Tujko Hai Salaam Zindgi,0.0,,Add a Plot,2007–2008,"Sachin Khurana ,Gopi Desai ,Anita Kulkarni ,Pariva Pranati"
Suryaputra Karn,7.9,Fantasy,"Karna, son of Surya and Kunti and the doyen of archers, endures a challenging journey on his way to becoming one of the greatest warrior of the Mahabharata.",2015–2016,"Gautam Rode ,Saurabh Pandey ,Navi Bhangu ,Shaleen Bhanot"
Peshwa Bajirao,7.3,History,"The story of a warrior who fought and loved with equal passion, one, who stood up for what he believed in, and achieved in one lifetime more than most men can even think of.",2017,"Gagan Anand ,Kapil Singh Lalwani ,Kapil Arya ,Karan Suchak"
Pehredaar Piya Ki,2.5,Drama,"The story of an unusual marriage between a 9 year old boy, Ratan Harshvardhan Singh and an 18-year old girl, Diya.",2017,"Tejasswi Prakash ,Parmeet Sethi ,Simran Natekar ,Kishori Shahane"
Parvarrish: Kuchh Khattee Kuchh Meethi,7.8,"Drama, Family","The Ahluwalias and the Ahujas are two families who are related but believe in different parenting approaches. While Sweety Ahluwalia is strict, her sister Pinky believes in a friendly approach.",2011– ,"Namrata Ramsay ,Athar Siddiqui ,Aaryan Harnot ,Shweta Tiwari"
Mann Mein Vishwaas Hai,6.7,History,"In Today's episode, we present to you an amazing story of faith and devotion of an elderly woman named Asavari; who is a Lord Vishnu's devotee. Asavari is a very pious lady, who worship ...                See full summary »",2016– ,"Shakti Arora ,Ujjwal Chopra ,Bharat Chawla ,Kuldeep Singh"
Kulvaddhu,0.0,Drama,The story about a beautiful sweet girl Niyati.,2007– ,"Manasi Verma ,Milind Gunaji ,Seema Bhargava ,Kitu Gidwani"
Khwaish,4.3,"Drama, Romance","Khwaish is based on the life of Afreen, who lives with her family in Dubai. Afreen is married to Kabir, and soon after her wedding, gets pregnant and is expecting her first child. ...                See full summary »",2007–2008,"Anju Mahendru ,Nandish Singh Sandhu ,Sumeet Sachdev ,Indraneel Bhattacharya"
Zindagi Ki Crossroads,7.2,"Drama, Reality-TV, Talk-Show",A Combination of the magic of fiction and impact of nonfiction to deliver a roller coaster ride of emotions.,2018– ,"Shahab Khan ,Sahil Chhabra ,Pippa Hughes ,Sanjay Bhatia"
Dil Hi Toh Hai,7.4,"Drama, Romance","The Noons are a family with values, traditions, and legacy. Rithwik, the eldest son of the family, is the most loved. His life revolves around work and family, leaving no room for love, ...                See full summary »",2018– ,"Shalu Soni ,Karan Kundrra ,Yogita Bihani ,Gurpreet Bedi"
Risshton Ki Dor,0.0,Drama,A soap opera based on the concept of human spirit and its emotions.,2006–2007,"Urvashi Dholakia ,Sampada Vaze ,Anuj Saxena ,Sheetal Thakkar"
Yeh Pyaar Nahi Toh Kya Hai,,Romance,"Two childhood friends whose fate were intertwined reunite after years, but time has changed them.",2018,"Palak Jain ,Namit Khanna ,Lokesh Kumar Aggarwal ,Manish Chaudhari"
Bigg Boss,3.9,Reality-TV,"Isolated from the outside world, the contestants live together in a house under the live cameras that monitor their every move. They perform various tasks and avoid eviction to be declared a winner.",2006– ,"Salman Khan ,Atul Kapoor ,Vijay Vikram Singh ,Gautam Gulati"
Ek Rishta Saajhedari Ka,8.2,Drama,"Aryan and Sanchi fall in love with each other after their families arrange their marriage. Soon misunderstandings arise between their families, which put a strain on their relationship.",2016–2017,"Kinshuk Vaidya ,Shivya Pathania ,Prabhackar Sinha ,Aakis Raja"
Kismat,7.7,Drama,"Born on the 15th of August 1947, Aditya Merchant and Kabir Khan mark the return of male protagonists on Indian Television in KISMAT an epic saga. A story of enmity between two powerful ...                See full summary »",2011– ,"Seema Kapoor ,Jayant Gadekar ,Sonamoni Jayant Gadekar ,Diwakar Dhayani"
Hongey Judaa Na Hum,7.5,Romance,"A tempestuous love story of a young married couple, rediscovering love after meeting with a tragic car accident, which causes a lapse in their memories.",2012– ,"Aamna Sharif ,Gungun Uprari ,Vishesh Bansal ,Shahab Khan"
Powder,8.6,"Crime, Thriller",Based on the fight against drug abuse in India. Usmaan Ali Malik heads a team of Narcotics Control Bureau (NCB) officers to take head on the drug peddlers led by drug baron Naved Ahmed Ansari.,2010– ,"Pankaj Tripathi ,Geetika Tyagi ,Shahab Khan ,Subrat Dutta"
Tum Aise Hi Rehna,0.0,"Drama, Romance",The story is the journey of a girl who believes that her husband's love shall continue the same way after marriage too and he shall support her through thick and thin to achieve her dreams.,2014– ,"Mohit Chauhan ,Sanjay Gandhi ,Sonica Handa ,Indira Krishnan"
Main Maike Chali Jaungi Tum Dekhte Rahiyo,6.6,"Comedy, Drama, Romance","Jaya is a wedding planner and her mother, Satya Devi, is a divorce lawyer. Jaya meets Samar during the wedding of Samar's sister. Their experiences of married life with Satya Devi's interference forms the crux of the story.",2018–2019,"Namish Taneja ,Mahi Sharma ,Srishti Jain ,Vishal Choudhary"
Bhoot Aaya,5.5,Horror,"Horror anthology series, wherein each episode features paranormal experiences narrated by the real victims.",2013– ,"Sunny Leone ,Vije Bhatia ,Gaurav Tiwari ,Mohsin Afroz Khan"
Tera Mujhse Hai Pehle Ka Naata Koi,0.0,Thriller,"A bubbly and fun loving girl called Tashi meets Arjun, falls in love and gets married to him. Soon she discovers some murky truths and a curse that threatens to shatter her present and future.",2010–2011,"Janvi Chheda ,Karan Hukka ,Kunal Verma ,Mahesh Thakur"
Arslaan,,Fantasy,Add a Plot,,"Mukul Dev ,Neil Bhatt ,Kishwar Merchant ,Manasi Verma"
Patiala Babes,7.4,Drama,"Mini, a young girl, encourages her traditional mother, Babita, to realise her worth and fulfil her dreams.",2018–2020,"Ashnoor Kaur ,Paridhi Sharma ,Aniruddh Dave ,Sandhya Shungloo"
Ayushmaan,0.0,Drama,A teenager whose carefree adolescence is pitted against the responsibilities that his medical profession demands from him. It later leads to heart-rending conflicts.,2004–2005,"Indira Krishnan ,Uday Tikekar ,Gunn Kansara ,Chandana Sharma"
Chandragupta Maurya,6.4,History,"This is a historical saga of the first king of united India, Chandragupta Maurya. And How Chankya helps him throughout his journey.",2018–2019,"Tarun Khanna ,Kartikey Malviya ,Saurabh Raj Jain ,Nimai Bali"
The Kapil Sharma Show,7.3,"Comedy, Talk-Show","Comedian Kapil Sharma interacts with celebrity guests about their latest films while keeping the audience laughing with his wit, humour and assorted skits.",2016– ,"Kapil Sharma ,Kiku Sharda ,Sumona Chakravarti ,Krishna Abhishek"
Surya the Super Cop,,Thriller,An investigative series with three separate investigative units working on different crimes.,,
C.A.T.S,7.0,Thriller,Add a Plot,2001–2003,"Shamsuddin ,Wasim Maniyar ,Vrajesh Hirjee ,Malini Sharma"
Krishnaben Khakhrawala,8.0,Drama,Add a Plot,2010–2011,"Indira Krishnan ,Mehul Nisar ,Neha Lakshmi Iyer ,Massheuddin Qureshi"
Fear Factor India,0.0,Reality-TV,Add a Plot,2006– ,"Karishma Tanna ,Rohit Roy ,Shweta Kawatra ,Tina Parekh"
Choodiyan,5.9,Drama,"Rushali, a twenty three year old girl who's brain stopped growing with age and despite being twenty three physically, This series traces the life of Rushali and her sister Meghna and how they discover love.",1995–1996,"Akshay Anand ,Manat Govind ,Shraddha Nigam ,Navin Nischol"
Itti Si Khushi,8.5,"Comedy, Drama, Romance","An unusual and heart-tugging story of a Neha Saxena who comes out of coma after 12 years. Meeting with a near death accident at the age of 14, Now at the age of 26, she wants to reclaim and relive the lost years of her life.",2014– ,"Anuj Sachdev ,Sima Raaj ,Viren Singh Rathore ,Smriti Kalra"
Boogie Woogie,7.0,"Game-Show, Music, Reality-TV",Add a Plot,1997– ,"Jaaved Jaaferi ,Naved Jaffrey ,Ravi Behl ,Sargun Mehta"
Comedy Circus Ke Mahabali,6.8,Reality-TV,Add a Plot,2013– ,
Chhajje Chhajje Ka Pyaar,0.0,Drama,Chhajje Chhajje Ka Pyaar is an Indian television series that aired on Sony TV February 28-26 July 2011.,2011,"Kiran Kumar ,Virendra Saxena ,Shambhavi Sharma ,Anirudh Singh"
Heena,7.3,Drama,Add a Plot,1998– ,"Simone Singh ,Ram Kapoor ,Rakhee Tandon ,Kabir Sadanand"
Super Dancer,6.6,Reality-TV,Talented children in the age groups of four and thirteen compete against each other to win the title and entertain everyone through their performances.,2016– ,"Shilpa Shetty Kundra ,Geeta Kapoor ,Anurag Basu ,Paritosh Tripathi"
Ishaaron Ishaaron Mein,8.2,Drama,"The journey of a young boy who is different from others, though he comes across as a normal person because everyone around him treats him that way. Born deaf and mute, Yogi believes in living his life to the fullest.",2019–2020,"Mudit Nayar ,Simran Pareenja ,Swati Shah ,Kiran Karmarkar"
Encounter,8.2,Crime,"It is based on 35 encounters in Mumbai, shown over 36 one-hour episodes. It is presented by Manoj Bajpayee.",2014– ,"Kinshuk Mahajan ,Samiksha Bhatt ,Aditya Redij ,Mahmood Hashmi"
Sankatmochan Mahabali Hanuman,7.6,"Family, Fantasy, War","The Show focuses on different and unknown stories of Lord Hanuman, apart from his well-known history as a Ram Bhakt. The a show also covers stories about role of Hanuman in the Mahabharatha.",2015–2017,"Nirbhay Wadhwa ,Gagan Malik ,Deblina Chatterjee ,Saurav Gurjar"
C.I.D.,6.8,"Crime, Drama, Mystery","ACP Pradyuman, Daya and Abhijeet are an elite trio of officers who work for the CID. They seek the help of professional forensic expert Dr Salunkhe and solve various criminal cases.",1998–2018,"Shivaji Satam ,Aditya Srivastav ,Dayanand Shetty ,Dinesh Phadnis"
Tara From Satara,5.3,Drama,It is a family-based dramatic series which is a story of two sisters Tara and Radhika. Tara and Radhika love to dance and tries to fulfill their father's dream.,2019–2020,"Roshni Walia ,Urvashi Pardeshi ,Upendra Limaye ,Ashish Gokhale"
Mere Dad Ki Dulhan,8.5,Drama,The story of a single father and a daughter with a strong bond who come across a lady who is single and willing to mingle.,2019–2020,"Varun Badola ,Shweta Tiwari ,Anjali Tatrari ,Shivani Sopori"
Beyhadh 2,7.9,"Drama, Thriller","When the man, Mrityunjay Roy, whom Maya Jaisingh loves betrays her, Maya love turns to revenge and she seeks to destroy him by wooing the people he truly cares for, his sons Rudra Roy and Rishi Roy.",2019–2020,"Jennifer Winget ,Aashish Chaudhary ,Shivin Narang ,Rajat Verma"
Superstar Singer,5.0,Reality-TV,Children from across India participate in 'Superstar Singer' wherein they are mentored and judged by famous playback singers from the Hindi film industry.,2019– ,"Alka Yagnik ,Himesh Reshammiya ,Javed Ali ,Jay Bhanushali"
Comedy Circus Ka Jadoo,5.7,Comedy,"Comedy Circus Ka Jadoo is a comedy show that involves stand-up comedians from all parts of India, who get together with actors from the television industry to cook up a weekly dose of laughter.",2010–2011,"Kapil Sharma ,Archana Puran Singh ,Shekhar Suman ,Rajiv Thakur"
Sabse Bada Kalakar,0.0,Reality-TV,"Sabse Bada Kalakar is a fun filled kids acting reality show with a fresh and distinct format airing on Sony Entertainment Television. Judged by Raveena Tandon, Arshad Warsi and Boman Irani,...                See full summary »",2017– ,"Boman Irani ,Aditi Jaltare ,Mandeep Kaur Sekhon ,Raveena Tandon"
Ek Duje Ke Vaaste 2,8.5,Romance,"Set against army backdrop, ""Ek Duje Ke Vaaste 2"" will narrate the love story of Shravan(Mohit Kumar) and Suman(Kanikka Kapur).",2020– ,"Mohit Kumar ,Kanika Kapoor ,Khushi Mishra ,Rushil Jain"
Sukh by Chance,7.9,"Comedy, Drama",A story of a Gujarati family who works hard and plays hard. Every rupee is spent properly due to money shortage. Suddenly 3-crores enters the bank account.,2009–2010,"Vibha Anand ,Krishna Bharadwaj ,Harsh Chhaya ,Neel Patel"
Indiawaali Maa,5.8,Drama,"A mother is distraught when her son, who stays far away from her, gets married without informing her. However, she decides to guide him through his life's journey.",2020–2021,"Suchita Trivedi ,Vikram Bham ,Nitesh Pandey ,Sheen Das"
Story 9 Months Ki,8.5,Romance,"Alia, an independent young woman, decides to become a single mother through IVF. While looking for a suitable donor, she meets Sarangdhar, an aspiring writer.",2020– ,"Sukirti Kandpal ,Aashay Mishra ,Mohit Tiwari ,Jaya Thakur"
Punyashlok Ahilyabai,7.0,"Drama, History","Ahilya decides to build her own temple after an argument with the pandit. On the other hand, Malhar Rao is concerned about his son Khande Rao's laid-back attitude.",2021– ,"Rajesh Shringarpure ,Aditi Jaltare ,Sameer Deshpande ,Bhagyashree Nhalve"
Kyun Utthe Dil Chhod Aaye,7.1,"Drama, History, Romance","Amrit, Vashma and Radha are three women who live in Lahore at a time when India is on the cusp of gaining independence. They hope to achieve their dreams and find success in their love lives.",2021– ,"Nidhi Tiwari ,Gracy Goswami ,Aanchal Sahu ,Pranali Singh Rathore"
Sargam Ki Sadhe Satii,8.7,Drama,"When a naive girl is married in an idiosyncratic household filled with men, she pulls out all stops to manage her life amidst conundrums.",2021– ,"Nidhi Tiwari ,Darshan Jariwala ,Akash Makhija ,Ojas Rawal"
Ishk Par Zor Nahi,8.4,Drama,"When two people with contrasting ideologies about marriage cross paths with each other, it leads to chaos and misunderstandings.",2021– ,"Param Singh ,Akshita Mudgal ,Lakshya Handa ,Rajat Verma"
Vighnaharta Ganesha,6.3,Fantasy,"Lord Ganesha, the son of Lord Shankar and Goddess Parvati and the brother of Lord Kartik, was born after Lord Shankar reincarnated a human body with the head of an elephant.",2017–2021,"Kapil Singh Lalwani ,Uzair ,Akanksha Puri ,Makhan Singh"
Bade Achhe Lagte Hain 2,7.6,Drama,The show is a reboot version of the 2011 series of the same name Bade Achhe Lagte Hain and once again deals with how two unlikely people get married and find love over time.,2021– ,"Nakuul Mehta ,Disha Parmar ,Alefia Kapadia ,Shubhaavi Choksey"
Kabhi Biwi Kabhi Jasoos,0.0,"Comedy, Drama, Mystery",Add a Plot,2002–2003,"Nisha Bains ,Benjamin Gilani ,Smita Jaykar ,Imran Khan"
Hum 2 Hain Na,0.0,Drama,"It is an uplifting story of two 13-year old girls - Kareena and Koel, identical twins who were separated shortly after birth but reunited because of their common passion for music. The two ...                See full summary »",2003–2004,"Cezanne Khan ,Nigaar Khan ,Manini Mishra ,Hansika Motwani"
Kaamnaa,7.2,Drama,'Kamna' is bringing the story of the conflict between middle class husband and wife and their principles.,2021– ,"Abhishek Rawat ,Chandni Sharma ,Suraj Singhan ,Aaryan Harnot"
Dhadkan Zindaggi Kii,8.9,Drama,"In a world where rules are set by men, Dr Deepika Sinha, a surgeon, enters FMS hospital. But for her to live her dream, she must struggle against gender bias, judgment, as well as her own past.",2021– ,"Additi Gupta ,Rohit Purohit ,Vidyut Xavier ,Almaa Hussein"
Mose Chhal Kiye Jaaye,6.9,Drama,Serial showcases a story of girl named Saumya(Vidhi Pandya) and India's best TV serial producer Armaan Oberoi (Vijayendra Kumeria). Saumya's aim is to become a popular and a successful writer.,2022– ,"Vidhi Pandya ,Vijayendra Kumeria ,Alka Badola Kaushal ,Gunn Kansara"
Jagannath Aur Purvi Ki Dosti Anokhi,9.2,Drama,"Jagannath Mishra, an elderly gentleman, saves a young woman from drowning and takes her home. Soon, they become good friends as he finds his lost sense of life's purpose.",2022– ,"Rajendra Gupta ,Sushmita Mukherjee ,Ismeet Kohli ,Sahil Phull"
Shark Tank India,8.9,Reality-TV,Aspiring entrepreneurs from India pitch their business models to a panel of investors and persuade them to invest money in their idea.,2021– ,"Anupam Mittal ,Namita Thapar ,Ashneer Grover ,Aman Gupta"
